No,Lab Code,Lab Name,Report,Measured_RBC,Measured_WBC,Measured_PLT,Measured_Hb,Measured_Hct,Measured_MCV,Measured_MCH,Measured_MCHC,,Reference_RBC,Reference_WBC,Reference_PLT,Reference_Hb,Reference_Hct,Reference_MCV,Reference_MCH,Reference_MCHC,,Brand_Code,Brand_Name,Model_Code,Model_Description,Brand_Custom,Model_Custom,Model_Name,Submission_Date,Suggestion,Remarks,Defect_Note,Status,Status_Recheck,Labcode_HM,Type
R_03_68,N,N,600_368,442,442,442,442,442,442,442,442,,443,443,443,443,443,443,443,443,,Brand_No,Count Brand,,,,,,,,,,,,,
R,443,Min,600_368,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2.25,0.00,61.00,5.40,16.50,75.90,23.50,22.40,,100,0,,,,,,,,,,,,,
NR,0,Max,600_368,5.46,21.42,880.00,503.00,60.60,118.10,76.40,35.20,,21.73,23.84,626.00,16.10,69.50,137.60,42.70,35.90,,200,0,,,,,,,,,,,,,
NA,0,Mean,600_368,2.28,2.10,68.40,6.59,19.02,82.80,24.01,29.08,,5.22,18.64,518.39,15.23,48.64,94.64,29.50,31.44,,300,0,,,,,,,,,,,,,
TOTAL,443,SD,600_368,0.30,1.54,58.91,23.68,3.90,12.27,2.88,3.50,,0.88,5.35,51.94,0.83,5.17,12.60,2.18,2.45,,400,0,,,,,,,,,,,,,
,,3SD,600_368,0.91,4.62,177,71.0,11.7,36.8,8.6,10.5,,2.63,16.05,156,2.5,15.5,37.8,6.5,7.4,,500,0,,,,,,,,,,,,,
,,Mean_all-3SD,600_368,1.37,-2.52,-108,-64.5,7.3,46.0,15.4,18.6,,2.59,2.59,363,12.8,33.1,56.8,23.0,24.1,,600,443,,,,,,,,,,,,,
,,Mean_all+3SD,600_368,3.19,6.73,245,77.6,30.7,119.6,32.6,39.6,,7.84,34.69,674,17.7,64.2,132.5,36.0,38.8,,700,0,,,,,,,,,,,,,
,,%CV,600_368,13.2,73.2,86.1,359.2,20.5,14.8,12.0,12.0,,16.8,28.7,10.0,5.4,10.6,13.3,7.4,7.8,,800,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,900,0,,,,,,,,,,,,,
,,Mean_Fix_decimal,600_368,2.28,2.10,68,6.6,19.0,82.8,24.0,29.1,,5.22,18.64,518,15.2,48.6,94.6,29.5,31.4,,1000,0,,,,,,,,,,,,,
,,SD_Fix_Decimal,600_368,0.30,1.54,59,23.7,3.9,12.3,2.9,3.5,,0.88,5.35,52,0.8,5.2,12.6,2.2,2.5,,1100,0,,,,,,,,,,,,,
,,Mean2-2SD2,600_368,1.68,-0.98,-50,-40.80,11.20,58.2,18.20,22.1,,3.46,7.94,414,13.6,38.2,69.4,25.1,26.4,,1200,0,,,,,,,,,,,,,
,,Mean2-SD2,600_368,1.98,0.56,9,-17.10,15.10,70.5,21.10,25.6,,4.34,13.29,466,14.4,43.4,82.0,27.3,28.9,,1300,0,,,,,,,,,,,,,
,,Mean2+SD2,600_368,2.58,3.64,127,30.30,22.90,95.1,26.90,32.6,,6.10,23.99,570,16.0,53.8,107.2,31.7,33.9,,1400,0,,,,,,,,,,,,,
,,Mean2+2SD2,600_368,2.88,5.18,186,54.00,26.80,107.4,29.80,36.1,,6.98,29.34,622,16.8,59.0,119.8,33.9,36.4,,1500,0,,,,,,,,,,,,,
,,< 2SD2,600_368,< 1.68,< -0.98,< -50,< -40.8,< 11.2,< 58.2,< 18.2,< 22.1,,< 3.46,< 7.94,< 414,< 13.6,< 38.2,< 69.4,< 25.1,< 26.4,,1600,0,,,,,,,,,,,,,
,,Mean2- 2SD2,600_368,1.68 - 1.97,-0.98 - 0.55,-50 - 8,-40.8 - -17.2,11.2 - 15,58.2 - 70.4,18.2 - 21,22.1 - 25.5,,3.46 - 4.33,7.94 - 13.28,414 - 465,13.6 - 14.3,38.2 - 43.3,69.4 - 81.9,25.1 - 27.2,26.4 - 28.8,,1700,0,,,,,,,,,,,,,
,,Mean2 +/- SD2,600_368,1.98 - 2.58,0.56 - 3.64,9 - 127,-17.1 - 30.3,15.1 - 22.9,70.5 - 95.1,21.1 - 26.9,25.6 - 32.6,,4.34 - 6.1,13.29 - 23.99,466 - 570,14.4 - 16,43.4 - 53.8,82 - 107.2,27.3 - 31.7,28.9 - 33.9,,1800,0,,,,,,,,,,,,,
,,Mean2 + 2SD2,600_368,2.59 - 2.88,3.65 - 5.18,128 - 186,30.4 - 54,23 - 26.8,95.2 - 107.4,27 - 29.8,32.7 - 36.1,,6.11 - 6.98,24 - 29.34,571 - 622,16.1 - 16.8,53.9 - 59,107.3 - 119.8,31.8 - 33.9,34 - 36.4,,1900,0,,,,,,,,,,,,,
,,> 2SD2,600_368,> 2.88,> 5.18,> 186,> 54,> 26.8,> 107.4,> 29.8,> 36.1,,> 6.98,> 29.34,> 622,> 16.8,> 59,> 119.8,> 33.9,> 36.4,,2000,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2100,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2200,0,,,,,,,,,,,,,
,,Copy for rechecking only (Used Mean),,,,,,,,,,,,,,,,,,,,2300,0,,,,,,,,,,,,,
,,N,600_368,442,442,442,442,442,442,442,442,,442,442,442,442,442,442,442,442,,2400,0,,,,,,,,,,,,,
,,Min,600_368,0.00,0.00,0,0.0,0.0,0.0,0.0,0.0,,2.25,0.00,61,5.4,16.5,75.9,23.5,22.4,,2500,0,,,,,,,,,,,,,
,,Max,600_368,5.46,21.42,880,503.0,60.6,118.1,76.4,35.2,,21.73,23.84,626,16.1,69.5,137.6,42.7,35.9,,9900,0,,,,,,,,,,,,,
,,Mean,600_368,2.28,2.10,68,6.6,19.0,82.8,24.0,29.1,,5.22,18.63,518,15.2,48.7,94.7,29.5,31.4,,Total,443,,,,,,,,,,,,,
,,SD,600_368,0.30,1.54,59,23.7,3.9,12.3,2.9,3.5,,0.88,5.35,52,0.8,5.2,12.6,2.2,2.5,,Count blank,0,,,,,,,,,,,,,
,,3SD,600_368,0.91,4.62,177,71.0,11.7,36.8,8.6,10.5,,2.63,16.06,156,2.5,15.5,37.8,6.6,7.4,,N > 20,,,,,,,,,,,,,,
,,Mean_all-3SD,600_368,1.37,-2.52,-108,-64.5,7.3,46.0,15.4,18.6,,2.59,2.57,362,12.7,33.1,56.8,22.9,24.1,,N< 20,,,,,,,,,,,,,,
,,Mean_all+3SD,600_368,3.19,6.73,245,77.6,30.7,119.6,32.6,39.6,,7.84,34.69,674,17.7,64.2,132.5,36.0,38.8,,,,,,,,,,,,,,,,
,,%CV,600_368,13.2,73.2,86.1,359.2,20.5,14.8,12.0,12.0,,16.8,28.7,10.0,5.4,10.6,13.3,7.4,7.8,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mean_Fix_decimal,600_368,2.28,2.10,68,6.6,19.0,82.8,24.0,29.1,,5.22,18.63,518,15.2,48.7,94.7,29.5,31.4,,,,,,,,,,,,,,,,
,,SD_Fix_Decimal,600_368,0.30,1.54,59,23.7,3.9,12.3,2.9,3.5,,0.88,5.35,52,0.8,5.2,12.6,2.2,2.5,,,,,,,,,,,,,,,,
,,Mean2-2SD2,600_368,1.68,-0.98,-50,-40.8,11.2,58.2,18.2,22.1,,3.46,7.93,414,13.6,38.3,69.5,25.1,26.4,,,,,,,,,,,,,,,,
,,Mean2-SD2,600_368,1.98,0.56,9,-17.1,15.1,70.5,21.1,25.6,,4.34,13.28,466,14.4,43.5,82.1,27.3,28.9,,,,,,,,,,,,,,,,
,,Mean2+SD2,600_368,2.58,3.64,127,30.3,22.9,95.1,26.9,32.6,,6.10,23.98,570,16.0,53.9,107.3,31.7,33.9,,,,,,,,,,,,,,,,
,,Mean2+2SD2,600_368,2.88,5.18,186,54.0,26.8,107.4,29.8,36.1,,6.98,29.33,622,16.8,59.1,119.9,33.9,36.4,,,,,,,,,,,,,,,,
,,< 2SD2,600_368,< 1.68,< -0.98,< -50,< -40.8,< 11.2,< 58.2,< 18.2,< 22.1,,< 3.46,< 7.93,< 414,< 13.6,< 38.3,< 69.5,< 25.1,< 26.4,,,,,,,,,,,,,,,,
,,Mean2- 2SD2,600_368,1.68 - 1.97,-0.98 - 0.55,-50 - 8,-40.8 - -17.2,11.2 - 15,58.2 - 70.4,18.2 - 21,22.1 - 25.5,,3.46 - 4.33,7.93 - 13.27,414 - 465,13.6 - 14.3,38.3 - 43.4,69.5 - 82,25.1 - 27.2,26.4 - 28.8,,,,,,,,,,,,,,,,
,,Mean2 +/- SD2,600_368,1.98 - 2.58,0.56 - 3.64,9 - 127,-17.1 - 30.3,15.1 - 22.9,70.5 - 95.1,21.1 - 26.9,25.6 - 32.6,,4.34 - 6.1,13.28 - 23.98,466 - 570,14.4 - 16,43.5 - 53.9,82.1 - 107.3,27.3 - 31.7,28.9 - 33.9,,,,,,,,,,,,,,,,
,,Mean2 + 2SD2,600_368,2.59 - 2.88,3.65 - 5.18,128 - 186,30.4 - 54,23 - 26.8,95.2 - 107.4,27 - 29.8,32.7 - 36.1,,6.11 - 6.98,23.99 - 29.33,571 - 622,16.1 - 16.8,54 - 59.1,107.4 - 119.9,31.8 - 33.9,34 - 36.4,,,,,,,,,,,,,,,,
,,> 2SD2,600_368,> 2.88,> 5.18,> 186,> 54,> 26.8,> 107.4,> 29.8,> 36.1,,> 6.98,> 29.33,> 622,> 16.8,> 59.1,> 119.9,> 33.9,> 36.4,,,,,,,,,,,,,,,,
